id,question_type,tier,calculator,question,correct_answer,created_at,image_url,image_alt,explanation,explain_on,wrong_answers,all_answers,subtopic,difficulty,marks,estimated_time_sec,track
15a7caee-63e3-4de2-b022-07d9822f7ae0,Number,11+ Standard,Non-Calculator,How many tens are in one million?,100000,2026-02-16T19:06:56.313641,,,"Step 1: $1,000,000 ÷ 10 = 100,000$.
Final Result: 100000",always,"[""10000"",""1000"",""1000000"",""100""]",,number|place-value,1,1,30,11plus
1380efc0-710a-4632-bb34-c5719590438b,Number,11+ Standard,Non-Calculator,"Write ""Two thousand and two hundredths"" as a decimal.",2000.02,2026-02-16T19:06:56.313641,,,"Step 1: Units/Hundreds: 2000. Tenths: 0. Hundredths: 2.
Final Result: 2000.02",always,"[""200.02"",""2000.2"",""200.2"",""20.02""]",,number|place-value,1,1,45,11plus
8f52859d-6227-48ac-a733-145a35db83c8,Number,11+ Standard,Non-Calculator,Round the result of $0.4 \div 10$ to two decimal places.,0.04,2026-02-16T19:06:56.313641,,,"Step 1: $0.4 ÷ 10 = 0.04$. It is already 2dp.
Final Result: 0.04",always,"[""0.40"",""0.0"",""0.040"",""0.1""]",,number|place-value,1,1,30,11plus
31e13974-e523-488d-9415-3d61527ec46d,Number,11+ Standard,Non-Calculator,"Divide 1 by 10,000.",0.0001,2026-02-16T19:06:56.313641,,,"Step 1: Move decimal 4 places left.
Final Result: 0.0001",always,"[""0.001"",""0.00001"",""0.1"",""0.01""]",,number|place-value,1,1,30,11plus
e4e89680-4fcd-4e1e-9348-d4a9b12dec8d,Number,11+ Standard,Non-Calculator,Which number has the 4 in the units place?,14.05,2026-02-16T19:06:56.313641,,,"Step 1: Units is the first digit left of the decimal point.
Final Result: 14.05",always,"[""40.1"",""0.45"",""400"",""10.4""]",,number|place-value,1,1,30,11plus
bcd53b81-2209-49aa-a07d-fb8167e20c71,Number,11+ Standard,Non-Calculator,"Identify the smallest number: 0.11, 0.101, 0.1, 0.011, 0.111",0.011,2026-02-16T19:06:56.313641,,,"Step 1: Pad: 0.110, 0.101, 0.100, 0.011, 0.111. Smallest is 0.011.
Final Result: 0.011",always,"[""0.1"",""0.101"",""0.11"",""0.111""]",,number|place-value,1,1,30,11plus
d69759a0-e6e8-4e51-928e-f31dfb988b37,Number,11+ Standard,Non-Calculator,What is 10 times smaller than 0.9?,0.09,2026-02-16T19:06:56.313641,,,"Step 1: $0.9 ÷ 10 = 0.09$.
Final Result: 0.09",always,"[""9"",""0.009"",""9.0"",""0.19""]",,number|place-value,1,1,30,11plus
f62338a8-d732-4d34-a153-c7bf5ec586a2,Number,11+ Standard,Non-Calculator,A whole number rounded to the nearest 10 is 450. The same number rounded to the nearest 100 is 400. What is the smallest possible value for this number?,445,2026-02-16T19:06:56.313641,,,"Step 1: Numbers that round to 450 (nearest 10) are 445 to 454.
Step 2: Check which of these round to 400 (nearest 100).
Step 3: The boundary for 100 is 450 (450 rounds UP to 500).
Step 4: Therefore, the number must be LESS than 450.
Step 5: The smallest number in the range 445-449 is 445.
Final Result: 445",always,"[""451"",""449"",""450"",""444""]",,number|place-value,2,1,60,11plus
449a0baa-0f7b-4ce4-bc83-b0b049250b8e,Number,11+ Standard,Non-Calculator,Divide 0.06 by 0.3.,0.2,2026-02-16T19:06:56.313641,,,"Step 1: To divide by a decimal, multiply both by 10 to make the divisor a whole number: $0.6 ÷ 3$.
Step 2: $6 ÷ 3 = 2$, so $0.6 ÷ 3 = 0.2$.
Final Result: 0.2",always,"[""0.02"",""2"",""20"",""0.18""]",,number|place-value,2,1,60,11plus
bc7d7154-bf04-4052-8289-4639cd802252,Number,11+ Standard,Non-Calculator,"If $A = 0.04$ and $B = 10 \times A$, what is the sum of $A$ and $B$?",0.44,2026-02-16T19:06:56.313641,,,"Step 1: Calculate $B = 0.04 × 10 = 0.4$.
Step 2: Sum $A + B = 0.04 + 0.40 = 0.44$.
Final Result: 0.44",always,"[""0.08"",""4.4"",""0.404"",""0.5""]",,number|place-value,2,1,45,11plus
cac6663d-b186-4811-86c6-cdcae1adb246,Number,11+ Standard,Non-Calculator,"Order from largest to smallest: 2.2, 2.02, 2.202, 2.22","2.22, 2.202, 2.2, 2.02",2026-02-16T19:06:56.313641,,,"Step 1: Pad: 2.220, 2.202, 2.200, 2.020.
Final Result: 2.22, 2.202, 2.2, 2.02",always,"[""2.2, 2.22, 2.202, 2.02"",""2.02, 2.2, 2.202, 2.22"",""2.22, 2.202, 2.02, 2.2"",""2.22, 2.2, 2.202, 2.02""]",,number|place-value,2,1,60,11plus
0879c26d-0c9c-4a8a-b7c7-1b31552afe91,Number,11+ Standard,Non-Calculator,How many thousandths must be added to 0.125 to make it 0.2?,75,2026-02-16T19:06:56.313641,,,"Step 1: $0.200 - 0.125 = 0.075$.
Step 2: 0.075 is 75 thousandths.
Final Result: 75",always,"[""7.5"",""0.75"",""750"",""0.075""]",,number|place-value,2,1,60,11plus
51d9667f-160b-4c2f-b658-f5cf089127d2,Number,11+ Standard,Non-Calculator,Round the result of $1 \div 8$ to two decimal places.,0.13,2026-02-16T19:06:56.313641,,,"Step 1: $1 ÷ 8 = 0.125$.
Step 2: Round 0.125 to 2dp. Third digit is 5, so round up.
Final Result: 0.13",always,"[""0.12"",""0.125"",""0.1"",""1.13""]",,number|place-value,2,1,60,11plus
fb962c2d-d633-46b6-b63c-a97f46dc301e,Number,11+ Standard,Non-Calculator,What digit is in the units place of the result of $12.3 + 4.56 + 3.14$?,0,2026-02-16T19:06:56.313641,,,"Step 1: Add them: $12.30 + 4.56 + 3.14 = 20.00$.
Step 2: The units digit is 0.
Final Result: 0",always,"[""9"",""20"",""10"",""1""]",,number|place-value,2,1,45,11plus
fedc9d4e-c8ab-4191-ac14-30851c4018c8,Number,11+ Standard,Non-Calculator,Round 399.95 to one decimal place.,400.0,2026-02-16T19:06:56.313641,,,"Step 1: Target tenths is 9. Neighbor is 5. Round up.
Step 2: 9 becomes 10 (carry 1). Cascades all the way to 400.
Final Result: 400.0",always,"[""400"",""399.9"",""400.1"",""399.0""]",,number|place-value,2,1,45,11plus
dfefecd7-c648-48b5-8324-afec63de3f20,Number,11+ Standard,Non-Calculator,"Multiply 1.23 by 1,000 and subtract 5.",1225,2026-02-16T19:06:56.313641,,,"Step 1: $1.23 × 1000 = 1230$.
Step 2: $1230 - 5 = 1225$.
Final Result: 1225",always,"[""1230"",""122.5"",""125"",""1180""]",,number|place-value,2,1,45,11plus
3fd7d6f8-c5ed-44c2-9f59-21d38a4f794e,Number,11+ Standard,Non-Calculator,How many 0.05s are in 1?,20,2026-02-16T19:06:56.313641,,,"Step 1: $1.00 ÷ 0.05$ is same as $100 ÷ 5$.
Final Result: 20",always,"[""10"",""50"",""5"",""100""]",,number|place-value,2,1,45,11plus
69f8edf7-6464-40f4-9bab-8e654c8e8e56,Number,11+ Standard,Non-Calculator,Round 0.949 to the nearest tenth.,0.9,2026-02-16T19:06:56.313641,,,"Step 1: Tenths is 9. Neighbor is 4. Round down.
Final Result: 0.9",always,"[""1.0"",""0.95"",""0.94"",""1""]",,number|place-value,2,1,30,11plus
83af2c0f-a5d8-4d61-aef0-34b1a6dfa1cc,Number,11+ Standard,Non-Calculator,Sum of digits of $11^2$?,4,2026-02-16T19:06:56.313641,,,"Step 1: $11² = 121$. $1+2+1=4$.
Final Result: 4",always,"[""121"",""2"",""3"",""5""]",,number|place-value,2,1,30,11plus
1542a4a6-0ca5-435a-a62d-99d905786686,Number,11+ Standard,Non-Calculator,Which is bigger: $0.2 \times 0.3$ or $0.5 \times 0.1$?,0.2 \times 0.3,2026-02-16T19:06:56.313641,,,"Step 1: $0.06$ vs $0.05$.
Final Result: 0.2 × 0.3",always,"[""0.5 times 0.1"",""Equal"",""0.06"",""0.05""]",,number|place-value,2,1,45,11plus
802b7289-3c0b-4c44-80be-2edae0ae56a4,Number,11+ Standard,Non-Calculator,"What is 10% of 10,001 rounded to the nearest whole number?",1000,2026-02-16T19:06:56.313641,,,"Step 1: $1000.1$. Round down.
Final Result: 1000",always,"[""1000.1"",""1010"",""990"",""1100""]",,number|place-value,2,1,60,11plus
6de1b631-4cae-4476-b682-90bd88cdb3e1,Number,11+ Standard,Non-Calculator,How many thousandths in 0.015?,15,2026-02-16T19:06:56.313641,,,"Step 1: $0.015 × 1000 = 15$.
Final Result: 15",always,"[""1.5"",""150"",""0.15"",""1500""]",,number|place-value,2,1,30,11plus
c2b476aa-0e27-4732-8d34-b5c907b9f9e8,Number,11+ Standard,Non-Calculator,Round the result of $1 \div 6$ to two decimal places.,0.17,2026-02-16T19:06:56.313641,,,"Step 1: $1/6 = 0.1666...$ Round up.
Final Result: 0.17",always,"[""0.16"",""0.166"",""0.2"",""0.15""]",,number|place-value,2,1,60,11plus
cc77c56e-e885-44b6-b564-d5e9983eb11a,Number,11+ Standard,Non-Calculator,Smallest whole number rounding to 5000 (nearest 1000)?,4500,2026-02-16T19:06:56.313641,,,"Step 1: Boundary is 500 below.
Final Result: 4500",always,"[""4499"",""4501"",""4950"",""5000""]",,number|place-value,2,1,30,11plus
0cdff67f-eb42-4294-83e3-bfd81c62d234,Number,11+ Standard,Non-Calculator,"Value of 7 in $1,270,000 \div 100$?",7 hundreds,2026-02-16T19:06:56.313641,,,"Step 1: $12700$. 7 is in hundreds place.
Final Result: 7 hundreds",always,"[""7 thousands"",""70"",""7 units"",""7 tenths""]",,number|place-value,2,1,45,11plus
66f565ce-7e36-4968-8cd6-c28edd433ed8,Number,11+ Standard,Non-Calculator,Difference between 1 and 0.0001?,0.9999,2026-02-16T19:06:56.313641,,,"Step 1: $1.0000 - 0.0001 = 0.9999$.
Final Result: 0.9999",always,"[""0.999"",""1.0001"",""0.9"",""0.0009""]",,number|place-value,2,1,45,11plus
2f1f7208-b498-4c61-aaf3-eb44ed31753d,Number,11+ Standard,Non-Calculator,"A number has three decimal places. When rounded to the nearest tenth, the result is 4.0. When rounded to the nearest hundredth, the result is 3.95. What is the smallest possible value this number could be?",3.950,2026-02-16T19:06:56.313641,,,"Step 1: To round to 3.95 (hundredth), the number must be 3.945 to 3.954.
Step 2: To round to 4.0 (tenth), the hundredths digit must be 5 or more.
Step 3: Any value from 3.950 to 3.954 has a 5 or more in hundredths, rounding the tenth up from 9 to 10 (making it 4.0).
Step 4: Any value from 3.945 to 3.949 has a 4 in hundredths, rounding the tenth down to 3.9.
Step 5: Therefore, the smallest successful value is 3.950.
Final Result: 3.950",always,"[""3.945"",""3.951"",""3.949"",""3.944""]",,number|place-value,3,1,90,11plus
d7b8e1d7-fd77-4a8f-8262-74eec0abcf91,Number,11+ Standard,Non-Calculator,How many digits are in the answer to the calculation: $1000^{3} \div 10^{2}$?,8,2026-02-16T19:06:56.313641,,,"Step 1: $1000 = 10³$, so $1000³ = (10³)³ = 10^{9}$.
Step 2: $10^{9} ÷ 10² = 10^{7}$.
Step 3: $10^{7}$ is a 1 followed by 7 zeros (e.g. 10,000,000).
Step 4: Count digits: 1 (the one) + 7 (the zeros) = 8.
Final Result: 8",always,"[""7"",""9"",""10"",""6""]",,number|place-value,3,1,90,11plus
18648d62-b7b4-4dd6-ac32-895560a3a7a0,Number,11+ Standard,Non-Calculator,A number $X$ has two decimal places. $10X$ rounded to the nearest whole number is 5. What is the smallest possible value for $X$?,0.45,2026-02-16T19:06:56.313641,,,"Step 1: If $10X$ rounds to 5, then $10X$ must be between 4.5 and 5.4.
Step 2: Divide both boundaries by 10 to find $X$.
Step 3: $X$ must be between 0.45 and 0.54.
Step 4: The smallest value is 0.45.
Final Result: 0.45",always,"[""0.44"",""0.5"",""0.55"",""0.4""]",,number|place-value,3,1,90,11plus
d9ae07f2-3367-4f09-bb4a-b3c4cd9689f6,Number,11+ Standard,Non-Calculator,What is the sum of the digits of the number that is one less than $10^{6}$?,54,2026-02-16T19:06:56.313641,,,"Step 1: $10^{6}$ is 1,000,000.
Step 2: One less is 999,999.
Step 3: Sum of digits: $9 × 6 = 54$.
Final Result: 54",always,"[""45"",""9"",""36"",""63""]",,number|place-value,3,1,60,11plus
ff0839c7-4174-49a8-af75-196dac7f2ef3,Number,11+ Standard,Non-Calculator,Find the number exactly halfway between 0.08 and 0.1.,0.09,2026-02-16T19:06:56.313641,,,"Step 1: $0.08 + 0.10 = 0.18$.
Step 2: $0.18 ÷ 2 = 0.09$.
Final Result: 0.09",always,"[""0.085"",""0.095"",""0.18"",""0.19""]",,number|place-value,3,1,60,11plus
2667dce0-bb19-40bb-80e1-0831399b377a,Number,11+ Standard,Non-Calculator,"A number is 100 times larger than 0.004. If you divide this result by 10, what is the digit in the tenths place?",0,2026-02-16T19:06:56.313641,,,"Step 1: $0.004 × 100 = 0.4$.
Step 2: $0.4 ÷ 10 = 0.04$.
Step 3: Tenths place is the first decimal digit (0).
Final Result: 0",always,"[""4"",""1"",""0.4"",""0.04""]",,number|place-value,3,1,90,11plus
f9987e78-79db-45b0-96f8-c11293d8da70,Number,11+ Standard,Non-Calculator,What is the value of 5 in the number result of $0.5 \times 0.5$?,5 hundredths,2026-02-16T19:06:56.313641,,,"Step 1: $0.5 × 0.5 = 0.25$. 5 is in second decimal place.
Final Result: 5 hundredths",always,"[""5 tenths"",""25 hundredths"",""5 thousandths"",""5 units""]",,number|place-value,3,1,60,11plus
e4b67868-206d-4df3-8fdd-673d1f682498,Number,11+ Standard,Non-Calculator,"If $X$ rounded to the nearest 10 is $A$, and $X$ rounded to the nearest 100 is $B$, and $B - A = 40$, what is the largest $X$ can be?",1064,2026-02-16T19:06:56.313641,,,"Step 1: Test 1064. $A = 1060$ (nearest 10), $B = 1100$ (nearest 100). Diff is 40. Works.
Step 2: Test 1065. $A = 1070$, $B = 1100$. Diff is 30. No.
Final Result: 1064",always,"[""1054"",""1065"",""1104"",""964""]",,number|place-value,3,1,120,11plus
26fa76d9-9aea-4fd9-bc8e-042473538010,Number,11+ Standard,Non-Calculator,Difference between $10^{3}$ and $10^{-1}$?,999.9,2026-02-16T19:06:56.313641,,,"Step 1: $1000 - 0.1 = 999.9$.
Final Result: 999.9",always,"[""999.0"",""1000.1"",""900"",""99.9""]",,number|place-value,3,1,60,11plus
dc52cdfc-999b-4a8b-9983-d5d888b07a03,Number,11+ Standard,Non-Calculator,Sum of digits of largest 3dp number less than 0.1?,18,2026-02-16T19:06:56.313641,,,"Step 1: 0.099. Sum is $0+9+9=18$.
Final Result: 18",always,"[""27"",""9"",""26"",""28""]",,number|place-value,3,1,90,11plus
591f6426-4e02-47cf-a7e4-5e112373ba5c,Number,11+ Standard,Non-Calculator,Calculate $1.1 \div 0.11$.,10,2026-02-16T19:06:56.313641,,,"Step 1: $110 ÷ 11 = 10$.
Final Result: 10",always,"[""1"",""100"",""0.1"",""11""]",,number|place-value,3,1,60,11plus
4c7c7937-3536-4476-8056-161e43c4277d,Number,11+ Standard,Non-Calculator,A number $B=0.04$. Find $B + B/10 + B/100$.,0.0444,2026-02-16T19:06:56.313641,,,"Step 1: $0.04 + 0.004 + 0.0004 = 0.0444$.
Final Result: 0.0444",always,"[""0.444"",""0.044"",""0.404"",""0.0404""]",,number|place-value,3,1,90,11plus
926b9614-b037-448f-a579-f3a8fdf02cef,Number,11+ Standard,Non-Calculator,Largest whole number rounding to 100 (nearest 10)?,104,2026-02-16T19:06:56.313641,,,"Step 1: 105 rounds to 110. 104 rounds to 100.
Final Result: 104",always,"[""105"",""149"",""100"",""99""]",,number|place-value,3,1,30,11plus
a6e14acc-0717-4e25-96d4-0252bb27a765,Number,11+ Standard,Non-Calculator,"Multiply 0.0005 by 10,000.",5,2026-02-16T19:06:56.313641,,,"Step 1: Move decimal 4 right.
Final Result: 5",always,"[""0.5"",""50"",""0.05"",""500""]",,number|place-value,3,1,30,11plus
6d9dc46e-9cb5-414e-8e93-e45daea51b39,Number,11+ Standard,Non-Calculator,Sum of digits of $10^{4} - 2$?,35,2026-02-16T19:06:56.313641,,,"Step 1: 9998. $9+9+9+8=35$.
Final Result: 35",always,"[""36"",""34"",""9"",""28""]",,number|place-value,3,1,60,11plus
d1e8ddb4-177d-4dfd-8403-5f8d9dce4cf7,Number,11+ Standard,Non-Calculator,Difference between 10 and 0.1?,9.9,2026-02-16T19:06:56.313641,,,"Step 1: $10.0 - 0.1 = 9.9$.
Final Result: 9.9",always,"[""9.1"",""10.1"",""9"",""0.9""]",,number|place-value,3,1,30,11plus
f54d53a2-e217-45d1-834c-71d14f0ccfef,Number,11+ Standard,Non-Calculator,Halfway between 0.001 and 0.01?,0.0055,2026-02-16T19:06:56.313641,,,"Step 1: $0.0010 + 0.0100 = 0.0110$. Divide by 2.
Final Result: 0.0055",always,"[""0.005"",""0.055"",""0.011"",""0.0045""]",,number|place-value,3,1,60,11plus
6ec17a8b-aa80-42a5-8f48-3a556b9c8af3,Number,11+ Standard,Non-Calculator,Sum of the values of the two 4s in 40.04?,40.04,2026-02-16T19:06:56.313641,,,"Step 1: $40 + 0.04 = 40.04$.
Final Result: 40.04",always,"[""40.4"",""44"",""0.44"",""4.04""]",,number|place-value,3,1,30,11plus
837c8e32-493f-4362-9258-ef7f8437c994,Number,11+ Standard,Non-Calculator,What is the temperature exactly 8 degrees colder than $3°C$?,-5°C,2026-02-16T19:07:12.492379,,,"Step 1: Start at $3°C$ on the thermometer.
Step 2: ""Colder"" means moving down the scale (subtracting).
Step 3: Move 3 degrees down to reach $0°C$.
Step 4: You still need to move 5 more degrees down to complete the 8-degree drop.
Step 5: Moving 5 degrees below zero reaches $-5°C$.
Final Result: -5°C",always,"[""-11°C"",""5°C"",""-8°C"",""-4°C""]",,number|negatives,1,1,45,11plus
e9d9ac77-9c02-4340-931d-c62dd0d6b59c,Number,11+ Standard,Non-Calculator,Calculate the value of $-12 + 7$.,-5,2026-02-16T19:07:12.492379,,,"Step 1: Start at -12 on the number line.
Step 2: Adding a positive number means moving to the right (towards zero and positive numbers).
Step 3: Moving 7 steps to the right from -12 takes you to -5.
Final Result: -5",always,"[""-19"",""5"",""19"",""-4""]",,number|negatives,1,1,30,11plus
a4794981-f700-44ae-9767-798a667b8938,Number,11+ Standard,Non-Calculator,Which of these numbers is the smallest (furthest from zero in the negative direction)?,-10.5,2026-02-16T19:07:12.492379,,,"Step 1: On a number line, ""smaller"" means further to the left.
Step 2: Compare -10, -9.9, and -10.5.
Step 3: -10.5 is further to the left than both -10 and -9.9.
Final Result: -10.5",always,"[""-10"",""0"",""-9.9"",""-0.1""]",,number|negatives,1,1,30,11plus
c0ae7238-d8ec-46d3-8346-a5d4f4d22ab4,Number,11+ Standard,Non-Calculator,A submarine is at a depth of -50m. It rises 20m. What is its new depth?,-30m,2026-02-16T19:07:12.492379,,,"Step 1: Depth is represented by negative numbers. Start at -50.
Step 2: ""Rising"" means moving in the positive direction (adding).
Step 3: $-50 + 20 = -30$.
Final Result: -30m",always,"[""-70m"",""30m"",""70m"",""-20m""]",,number|negatives,1,1,45,11plus
ea2fafff-bd32-4e24-b067-ece6defbab7e,Number,11+ Standard,Non-Calculator,Calculate the difference between $-4$ and $5$.,9,2026-02-16T19:07:12.492379,,,"Step 1: Difference means the total distance between two points on the number line.
Step 2: From -4 to 0 is 4 steps.
Step 3: From 0 to 5 is 5 steps.
Step 4: Total distance is $4 + 5 = 9$.
Final Result: 9",always,"[""1"",""-1"",""-9"",""4""]",,number|negatives,1,1,45,11plus
a663f0b7-268c-4a81-93f3-0c3f2460535e,Number,11+ Standard,Non-Calculator,What is 5 less than -2?,-7,2026-02-16T19:07:12.492379,,,"Step 1: Start at -2.
Step 2: ""Less than"" means subtracting. Move 5 steps to the left.
Step 3: $-2, -3, -4, -5, -6, -7$.
Final Result: -7",always,"[""3"",""-3"",""7"",""-10""]",,number|negatives,1,1,30,11plus
a8b5b789-8eff-45d4-82ac-6ca45b808c67,Number,11+ Standard,Non-Calculator,"Order these from coldest to warmest: $-5°C, 2°C, -8°C, 0°C$.","-8°C, -5°C, 0°C, 2°C",2026-02-16T19:07:12.492379,,,"Step 1: Coldest is the most negative number: -8.
Step 2: The next is -5.
Step 3: Then 0, followed by the positive number 2.
Final Result: -8°C, -5°C, 0°C, 2°C",always,"[""-5°C, -8°C, 0°C, 2°C"",""2°C, 0°C, -5°C, -8°C"",""0°C, 2°C, -5°C, -8°C"",""-8°C, -5°C, 2°C, 0°C""]",,number|negatives,1,1,45,11plus
ed70dc35-259e-4219-9d5c-6524944c4097,Number,11+ Standard,Non-Calculator,Calculate $-3 - 3$.,-6,2026-02-16T19:07:12.492379,,,"Step 1: Start at -3.
Step 2: Subtracting 3 means moving 3 steps further to the left.
Step 3: $-3 - 1 = -4$; $-4 - 1 = -5$; $-5 - 1 = -6$.
Final Result: -6",always,"[""0"",""6"",""-9"",""3""]",,number|negatives,1,1,30,11plus
efaba6c7-c8ab-412b-827a-fd51e8cb8e27,Number,11+ Standard,Non-Calculator,"A bank account has a balance of £-15. If £40 is paid in, what is the new balance?",£25,2026-02-16T19:07:12.492379,,,"Step 1: Start at -15.
Step 2: ""Paid in"" means adding money to the account.
Step 3: $-15 + 40 = 25$.
Final Result: £25",always,"[""£55"",""£-55"",""£-25"",""£15""]",,number|negatives,1,1,45,11plus
4e7a3dc3-8468-439a-8624-2a9bbf2250fc,Number,11+ Standard,Non-Calculator,Which number is 10 steps right of -4?,6,2026-02-16T19:07:12.492379,,,"Step 1: Moving right means addition.
Step 2: $-4 + 10 = 6$.
Final Result: 6",always,"[""-14"",""14"",""-6"",""5""]",,number|negatives,1,1,30,11plus
75033dff-af08-47b6-91bf-00fc42158a1d,Number,11+ Standard,Non-Calculator,Calculate $15 - 20$.,-5,2026-02-16T19:07:12.492379,,,"Step 1: $15 - 15 = 0$.
Step 2: Subtract 5 more to have subtracted 20 in total.
Step 3: $0 - 5 = -5$.
Final Result: -5",always,"[""5"",""-35"",""0"",""35""]",,number|negatives,1,1,30,11plus
d9719043-9e71-4add-8fd1-7534c390bc07,Number,11+ Standard,Non-Calculator,"If the temperature is $-1°C$ and it falls by $1°C$, what is the new temperature?",-2°C,2026-02-16T19:07:12.492379,,,"Step 1: Fall means subtraction: $-1 - 1 = -2$.
Final Result: -2°C",always,"[""0°C"",""1°C"",""-1°C"",""2°C""]",,number|negatives,1,1,30,11plus
6bd7289a-edea-490c-955d-b7ba635241e4,Number,11+ Standard,Non-Calculator,Which of these is the warmest temperature?,-0.5°C,2026-02-16T19:07:12.492379,,,"Step 1: Warmest is the number closest to zero or most positive.
Step 2: -0.5 is closer to zero than -1 or any other negative option.
Final Result: -0.5°C",always,"[""-1°C"",""-5°C"",""-10°C"",""-2°C""]",,number|negatives,1,1,30,11plus
